,公司中文名称,评级日期,评级类型,信用评级,评级展望,评级机构代码,债券主体公司id,信用评级说明,前次信用评级,评级变动方向,评级对象类型代码,公告日期
4080,中国银河证券股份有限公司,2017-08-14,5,AA,0,15,604498,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,调高,"536,002,000",2017-08-14
4081,东北证券股份有限公司,2017-08-14,5,BBB,0,15,1000686,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,A,调低,"536,002,000",2017-08-14
4082,国元证券股份有限公司,2017-08-14,5,A,0,15,1000728,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
4083,国海证券股份有限公司,2017-08-14,5,B,0,15,1000750,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,调低,"536,002,000",2017-08-14
4084,广发证券股份有限公司,2017-08-14,5,AA,0,15,1000776,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-14
4085,长江证券股份有限公司,2017-08-14,5,A,0,15,1000783,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BB,调高,"536,002,000",2017-08-14
4086,国金证券股份有限公司,2017-08-14,5,A,0,15,1600109,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,调低,"536,002,000",2017-08-14
4087,西南证券股份有限公司,2017-08-14,5,C,0,15,1600369,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,A,调低,"536,002,000",2017-08-14
4088,海通证券股份有限公司,2017-08-14,5,AA,0,15,1600837,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-14
4089,申万宏源证券有限公司,2017-08-14,5,AA,0,15,a1pXByJ0HN,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,维持,"536,002,000",2017-08-14
4090,国信证券股份有限公司,2017-08-14,5,A,0,15,2002075,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-14
4091,华泰证券股份有限公司,2017-08-14,5,AA,0,15,2002077,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-14
4092,长城证券股份有限公司,2017-08-14,5,BBB,0,15,2002081,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,A,调低,"536,002,000",2017-08-14
4093,广州证券股份有限公司,2017-08-14,5,A,0,15,2002087,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-14
4094,平安证券股份有限公司,2017-08-14,5,A,0,15,2002093,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
4095,山西证券股份有限公司,2017-08-14,5,B,0,15,2002097,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,调低,"536,002,000",2017-08-14
4096,第一创业证券股份有限公司,2017-08-14,5,BBB,0,15,2002098,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4097,民生证券股份有限公司,2017-08-14,5,A,0,15,2002105,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,CC,调高,"536,002,000",2017-08-14
4098,英大证券有限责任公司,2017-08-14,5,BBB,0,15,2002119,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4099,长城国瑞证券有限公司,2017-08-14,5,BB,0,15,2002122,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BB,维持,"536,002,000",2017-08-14
4100,东方证券股份有限公司,2017-08-14,5,A,0,15,2002156,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,调低,"536,002,000",2017-08-14
4101,瑞银证券有限责任公司,2017-08-14,5,BBB,0,15,2002157,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4102,方正证券股份有限公司,2017-08-14,5,C,0,15,2002179,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,C,维持,"536,002,000",2017-08-14
4103,世纪证券有限责任公司,2017-08-14,5,BB,0,15,2002333,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,调低,"536,002,000",2017-08-14
4104,恒泰证券股份有限公司,2017-08-14,5,CCC,0,15,2019991,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,A,调低,"536,002,000",2017-08-14
4105,中天证券股份有限公司,2017-08-14,5,BBB,0,15,2022027,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BB,调高,"536,002,000",2017-08-14
4106,兴业证券股份有限公司,2017-08-14,5,BBB,0,15,2023060,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4107,中国国际金融股份有限公司,2017-08-14,5,AA,0,15,2024278,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,调高,"536,002,000",2017-08-14
4108,招商证券股份有限公司,2017-08-14,5,AA,0,15,2024359,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,维持,"536,002,000",2017-08-14
4109,联讯证券股份有限公司,2017-08-14,5,B,0,15,2024551,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,CCC,调高,"536,002,000",2017-08-14
4110,国联证券股份有限公司,2017-08-14,5,BBB,0,15,2024606,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,A,调低,"536,002,000",2017-08-14
4111,东吴证券股份有限公司,2017-08-14,5,A,0,15,2024609,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
4112,东海证券股份有限公司,2017-08-14,5,A,0,15,2024655,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
4113,湘财证券股份有限公司,2017-08-14,5,BBB,0,15,2024659,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4114,国泰君安证券股份有限公司,2017-08-14,5,AA,0,15,2024680,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,维持,"536,002,000",2017-08-14
4115,西部证券股份有限公司,2017-08-14,5,BBB,0,15,502030478,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,A,调低,"536,002,000",2017-08-14
4116,华西证券股份有限公司,2017-08-14,5,A,0,15,502031853,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,调低,"536,002,000",2017-08-14
4117,大通证券股份有限公司,2017-08-14,5,BBB,0,15,502034992,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,A,调低,"536,002,000",2017-08-14
4118,华龙证券股份有限公司,2017-08-14,5,BBB,0,15,502035937,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4119,大同证券有限责任公司,2017-08-14,5,BB,0,15,502036556,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,调低,"536,002,000",2017-08-14
4120,东莞证券股份有限公司,2017-08-14,5,A,0,15,502036560,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
4121,万联证券股份有限公司,2017-08-14,5,BBB,0,15,502036575,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4122,国都证券股份有限公司,2017-08-14,5,BBB,0,15,502036579,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
4123,宏信证券有限责任公司,2017-08-14,5,CCC,0,15,502036594,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,BBB,调低,"536,002,000",2017-08-14
4124,山东黄金集团有限公司,2017-07-18,1,AAA,"518,003,000",13,04D8AC34CD,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-07-21
4125,苏州市轨道交通集团有限公司,2016-12-13,1,AAA,"518,003,000",6,GEfeN7iy5s,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-07-05
4126,国美电器有限公司,2017-06-23,1,AA+,"518,003,000",19,3AT5718AB6,0,AA+,维持,"536,001,001",2017-06-27
4127,淄博市博山区公有资产经营公司,2017-06-24,1,AA,"518,003,000",14,673187850,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
4128,招远市国有资产经营有限公司,2017-08-03,1,AA,"518,003,000",14,tQRIRf9TjM,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-08-10
4129,高盛高华证券有限责任公司,2015-07-17,5,AA,0,15,0428AF566C,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,维持,"536,002,000",2017-07-31
4130,龙岩市汇金发展集团有限公司,2017-06-22,1,AA+,"518,003,000",14,c6Gs9Pqxpg,0,AA,调高,"536,001,001",2017-06-28
4131,泰州三福船舶工程有限公司,2017-06-27,1,AA-,"518,003,000",5,iYizirMLHW,0,AA-,维持,"536,001,001",2017-06-27
4132,乌兰察布市集宁区城市建设投资开发有限责任公司,2017-06-26,1,AA-,"518,003,000",14,NBMplg4jar,0,AA-,维持,"536,001,001",2017-06-29
4133,无锡锡东科技投资控股有限公司,2017-06-23,1,AA+,"518,003,000",6,XHe91sJRmU,0,AA,调高,"536,001,001",2017-06-27
4134,瑞信方正证券有限责任公司,2017-08-14,5,C,0,15,0P35041A80,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,C,维持,"536,002,000",2017-08-14
4135,广州开发区工业发展集团有限公司,2017-06-22,1,AA,"518,003,000",14,1HH0E846B0,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
4136,华立医药集团有限公司,2017-07-03,1,AA,"518,003,000",4,2007590,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-13
4137,深圳华强集团有限公司,2017-07-28,1,AA+,"518,003,000",5,2007994,0,AA+,维持,"536,001,001",2017-07-28
4138,福州开发区国有资产营运有限公司,2017-07-18,1,AA,"518,003,000",5,sVk7pxlk34,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-19
4139,大理海东开发投资集团有限公司,2017-06-24,1,AA-,"518,003,000",14,Nt4cHJ3WJ4,0,AA-,维持,"536,001,001",2017-06-29
4140,四川省峨眉山乐山大佛旅游集团总公司,2017-06-26,1,AA+,"518,003,000",13,2NR4D14960,0,AA+,维持,"536,001,001",2017-07-06
4141,新华联文化旅游发展股份有限公司,2017-06-21,1,AA,"518,003,000",19,1000620,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-23
4142,大族控股集团有限公司,2017-07-26,1,AA,"518,003,000",6,j4O48maNfb,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-27
4143,中国中铁股份有限公司,2017-07-11,1,A3,"518,003,000",16,2007898,A级债务为中上等级，有低信用风险;修正数字3则表示该债务在所属同类评级中排位较低,A3,维持,"536,002,002",2017-07-11
4144,进贤县城市建设投资发展有限公司,2017-07-07,1,AA-,"518,003,000",14,775864402,0,0,首次,"536,001,001",2017-07-14
4145,深圳市劲嘉创业投资有限公司,2017-06-09,1,AA,"518,003,000",14,2qD505A170,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-26
4146,重庆渝涪高速公路有限公司,2017-01-12,1,AA,"518,003,000",2,2c46D22DF9,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-25
